yearmonth,Food ,Soda ,Beer ,Smoke,Toys ,Fun  ,Books,Hshld,Clths,Hlth ,MedEq,Drugs,Chems,Rubbr,Txtls,BldMt,Cnstr,Steel,FabPr,Mach ,ElcEq,Autos,Aero ,Ships,Guns ,Gold ,Mines,Coal ,Oil  ,Util ,Telcm,PerSv,BusSv,Hardw,Softw,Chips,LabEq,Paper,Boxes,Trans,Whlsl,Rtail,Meals,Banks,Insur,RlEst,Fin  ,Other
2009-09-01,0.23906607012076844,0.5401650888891603,5.8423194480481354e-12,1.7961045281275622e-12,5.797322290192891e-13,0.0,-6.8867135279124614e-15,0.686660589725873,1.5273157517882223,1.115827393861641e-12,1.3626615439320256e-12,0.143584232726477,0.630233334721695,1.0568331398810166e-12,0.0,7.86017637696007e-14,-1.0309563871547557e-12,2.9248480956536697e-12,0.0,0.0,0.0,5.704633293523998e-13,4.4162932913514174e-13,6.964045259785865e-12,5.058968706190409e-14,1.0973434909533302,0.06473595919191558,0.0,1.054795489233845e-12,0.027055174056925483,1.0818982617662927,0.16332403588532454,1.992320547092048e-12,8.105902857572997e-13,0.0,0.0,0.0,5.1296608020306995e-14,0.0,5.259607116156473e-13,2.0785633956209302e-13,0.0,0.0,-0.0,-6.443219438892478e-15,3.957250475114353e-12,0.8087836506675439,5.754675504838439e-12
2009-10-01,0.1240437156287006,-0.3621967897352813,7.426035096092312e-13,-1.1028712014818366e-13,2.532668576271137e-13,-0.0,-2.0194122375081653e-15,0.06952171079779089,-0.32913099735872103,-9.346246546875283e-13,-3.3941523777756415e-12,-0.20746704813444347,-0.3711578239468874,-6.678930401359668e-13,-0.0,-2.201768704423318e-13,-2.856411274502167e-12,-5.4914589826923935e-12,-0.0,-0.0,-0.0,-5.637782122115513e-13,-3.400781999757241e-13,-5.650825296511959e-12,-1.3193489107211214e-13,-0.145820245223403,0.016115121756285367,-0.0,5.606370982692495e-13,-0.03273192932779823,-0.5810194368744904,-0.2756743280866943,-1.6184949433732838e-12,-1.635767029098921e-13,0.0,-0.0,-0.0,-1.3762504590814074e-14,-0.0,-7.084368768700555e-13,-1.437031483392248e-13,0.0,-0.0,-0.0,-2.757697919845981e-12,-5.583816877299287e-12,-0.41822191511946866,-4.9081904800228965e-12
2009-11-01,0.22553402841581927,0.0313009571376169,3.9933882608578046e-12,8.547251811484233e-13,6.236513372783261e-13,0.0,8.362437855322274e-15,0.7754344665907444,0.20955906198869878,1.233450224553609e-12,6.238239545156704e-12,0.496460736884768,0.8957397978916218,6.439827881024596e-13,0.0,2.2431380537757394e-13,-1.3020947642046303e-12,3.4009861577368253e-12,0.0,0.0,0.0,2.4556663630716582e-12,7.38410536058401e-13,4.385358786448013e-12,1.5252225751914013e-13,2.2205285443513136,0.08388127478271613,0.0,6.736509006871616e-13,0.055197386357209575,1.0885766460981832,0.09596587458867,2.060288838677277e-12,3.6570332943549123e-13,0.0,0.0,0.0,2.294584856323001e-13,0.0,1.5376300395702342e-12,2.2941181181297674e-13,0.0,0.0,0.0,3.3504741082240885e-12,5.463734793916506e-12,0.18476999953690812,4.559637822745908e-12
2009-12-01,0.3450670634762035,0.49813237501864616,-5.380086651250552e-13,1.2919348360215797e-12,5.387410613108546e-13,-0.0,4.344325300690643e-14,-0.2107042619563816,0.5596459655462896,2.2920557007813195e-12,2.3127741800681167e-12,0.11377225220275933,0.2195710889190745,3.0764524283112546e-13,0.0,3.2222126551163797e-13,1.9673296195246714e-12,7.119397690195754e-12,0.0,0.0,0.0,1.4239299510007164e-12,2.7710075553577516e-13,4.353523150974706e-12,-1.7323515668840604e-14,-1.0779623191198398,-0.012671719671609008,0.0,-1.6619676826163526e-13,0.0707782678453497,1.0718806852684564,0.19089146869399398,2.353402096138581e-12,5.417827102748018e-13,0.0,0.0,0.0,1.0109185190343428e-13,0.0,6.400083148996524e-13,2.602053435999535e-13,0.0,0.0,-0.0,1.887863295595496e-12,6.184227294213189e-12,0.10289586800558358,-1.5435903393695195e-12
2010-01-01,0.05300049667771752,-0.21463513465794445,-2.8037071281164853e-12,-1.3076901388998918e-12,-3.293933119427779e-13,0.0,9.553373277442473e-15,0.08235648817584458,-0.39816221777852767,-1.2270922337053944e-12,-2.1252519492517831e-13,0.020077456271075177,-0.3647268715517681,-1.1811664504552537e-12,-0.0,-1.3422055567674505e-13,-5.990266469706532e-14,-5.663775614684393e-12,-0.0,-0.0,-0.0,2.1392374850714988e-13,6.927518888394379e-14,-7.258524887913953e-12,-1.8955441057934285e-14,-1.0290479330638882,-0.11163509558520761,-0.0,-1.054795489233845e-12,-0.05362722000569158,-1.1219685677576365,-0.08686342035939235,-1.4740623237546707e-12,-8.05380836620042e-13,-0.0,-0.0,-0.0,-1.2536390545450637e-13,-0.0,-5.756049624569201e-13,-1.2830638244573644e-13,-0.0,-0.0,0.0,4.767982384780434e-13,-1.9977292053680736e-12,-0.8707424529074652,5.655089031330728e-12
2010-02-01,0.3405563829078871,1.2225259544892086,1.8943967081868143e-13,1.7291444908947363e-12,2.08615764230426e-12,0.0,-8.258878253398778e-15,0.3775563678710797,0.801255237015613,7.343479429687723e-13,1.3626615439320256e-12,-0.009126116486852352,0.49793945687924,1.044081005463146e-12,0.0,1.6685637572143307e-13,6.337071370584277e-13,2.031522398221464e-12,0.0,0.0,0.0,1.5063797290711806e-12,3.109511319222477e-13,4.138632611529886e-12,6.716000639731684e-14,1.3234571623440499,0.08842656553448894,0.0,5.18533916976302e-13,-0.005072845135673527,0.4608085189004579,0.03406918582958203,8.878358088320638e-13,7.428674469729494e-13,0.0,0.0,0.0,5.404910893846982e-14,0.0,1.034478848611388e-12,3.048559646910698e-13,0.0,0.0,0.0,2.3195589980012922e-12,3.973625304666551e-12,0.4370308372280163,1.7285366473124113e-12
2010-03-01,0.47587679995737864,0.7342310231423851,4.6299055548085744e-12,2.4066225146621503e-12,9.457247978445978e-13,0.0,1.4032326060633661e-14,0.21605208586390398,1.4237689211585123,2.2507287602679256e-12,2.781579757108951e-12,0.19408207728706003,0.671575171547462,7.459998634454234e-13,0.0,4.1001621802622125e-13,1.9011214111752835e-12,5.4370432041686044e-12,0.0,0.0,0.0,1.9676528117897225e-12,8.588548985498032e-13,1.4150939967884878e-11,7.632389512068905e-14,0.3543985706695364,0.07513503348763818,0.0,7.268338665308848e-13,0.03768399243643192,1.27390181130815,0.17606747180631324,2.7484677909777285e-12,9.397846243612909e-13,0.0,0.0,0.0,1.4738391279980888e-13,0.0,1.073389207378872e-12,3.069088668102016e-13,0.0,0.0,0.0,5.431633986986359e-12,7.434172616697584e-12,0.8076772434846882,4.694790893934944e-12
2010-04-01,0.009021361136632771,-0.15292753344378543,-1.3412328693962645e-12,-9.68951127016185e-13,-1.3614923560301487e-13,0.0,4.478952783191187e-15,0.12727820899903253,0.5374573589827805,8.042858422991315e-13,2.2502667697960055e-13,-0.19043163069231908,0.286636735325319,1.372448466723311e-12,0.0,5.14358910281773e-13,3.0298137249410405e-12,-1.3331865738328356e-12,0.0,0.0,0.0,1.0540201358737698e-12,1.7476240832085823e-13,1.761306532560699e-11,2.0336301002552017e-14,0.9967459800080711,-0.026238723885233867,-0.0,9.484295575463986e-13,0.03442287770635608,0.5693322642936817,0.07854117649262422,9.13323918176525e-13,5.553272780316719e-13,0.0,0.0,0.0,1.1585526591903483e-13,0.0,4.749747242651508e-13,1.6423216953054266e-13,0.0,0.0,0.0,-9.922557935894416e-13,3.154883827056684e-12,-0.11285353265128521,2.916461009868677e-13
2010-05-01,-0.4397913554108476,-0.016991948160420604,-2.9476812779386833e-12,-3.0171405011967386e-12,-8.066476216909805e-13,-0.0,-2.7029056102032363e-14,-0.4513563377948885,-0.7359221176897245,-1.2111972565848583e-12,-5.294377650047824e-12,-0.50437003784004,-0.9242197299271504,-7.810682330945673e-13,-0.0,-5.102219753465309e-13,-3.3734658539926253e-12,-3.387382213105878e-12,-0.0,-0.0,-0.0,-2.2372858698039427e-12,-7.533676791128887e-13,-9.017443747814155e-12,-7.946221317663844e-14,-0.47622307933718955,-0.04097648480764869,-0.0,-2.238116479256688e-12,-0.07597189500806306,-0.9783833046219867,-0.1979133619565796,-2.8036920278907277e-12,-7.657890231768834e-13,-0.0,-0.0,-0.0,-2.2520462057695756e-13,-0.0,-7.701567562943407e-13,-2.0631666297274419e-13,-0.0,-0.0,-0.0,-3.846602005018809e-12,-6.555390097396328e-12,-0.9371268838788096,-7.141772814410127e-12
2010-06-01,-0.14659711847028253,-0.06349622733630857,-1.235146653737803e-12,1.2998124874607357e-12,-5.753403181933854e-13,-0.0,-1.952098496257893e-14,-0.34226073008143204,-1.1525748409378431,-2.387425563504537e-12,-2.1690071364422608e-12,-0.04563058243426176,-0.7239414981934339,-1.4059228195702212e-12,-0.0,-5.833078258691421e-13,-4.231019790708508e-12,-6.026547471509654e-12,-0.0,-0.0,-0.0,-2.1904900498180036e-12,-4.455654194126385e-13,-1.3617693073706988e-11,-8.686864378867897e-14,1.2228596513987908,-0.08787562120094072,-0.0,-1.3871890257571155e-12,-0.008454741892789212,-0.6411248958615067,-0.3250876510456301,-2.587043098462808e-12,-5.334475916551896e-13,-0.0,-0.0,-0.0,-6.530933996731769e-14,-0.0,-1.0116693279545868e-12,-2.689301776062636e-13,-0.0,-0.0,-0.0,-3.054086014035035e-12,-7.03571843092745e-12,-1.1473442486213994,-1.06699793043976e-13
2010-07-01,0.3326626919133334,0.6000840639811698,6.3348625921767065e-12,4.230298822826758e-12,3.0304184698735565e-13,0.0,1.4524234169770265e-14,0.43638243085382583,1.0206759019214269,-1.7039415473214803e-12,2.0002371287075606e-13,0.1886064073949486,1.3137517035743789,1.272025408182581e-12,0.0,4.0863723971447386e-13,2.1596487009205127e-12,3.745619421720824e-12,0.0,0.0,0.0,3.638932097001831e-12,8.092601610533433e-13,9.980471720881685e-12,1.7574581113316556e-14,-0.8223154335066587,0.11693793479560921,0.0,1.650887898065577e-12,0.08225256041413505,1.5911250670729578,0.20129427352745413,2.6804994993924987e-12,6.438879133650529e-13,0.0,0.0,0.0,1.9442665576477335e-13,0.0,1.4437084839245827e-12,1.6525862059010854e-13,0.0,0.0,0.0,3.66619186072982e-12,7.745294378189333e-12,1.1440250270728323,2.994707524767593e-12
2010-08-01,0.12291604548662151,-0.03577252244299075,-1.5155173665494514e-14,7.877651439155974e-15,-3.381771335945853e-13,-0.0,-2.72879551068411e-14,-0.4107128760977184,-0.9232925731149141,-1.4305479408482577e-12,-5.094353937177068e-12,-0.0018252232973704704,-0.0018374149700340961,-3.7140591492047794e-13,-0.0,-2.500547338635251e-13,-2.2731484866623207e-12,-3.967817184026296e-12,-0.0,-0.0,-0.0,-2.3420193716772347e-12,-6.415827152319795e-13,-7.648511422461961e-12,-8.134520401020807e-14,1.0742706673420321,-0.013980212463786022,-0.0,-7.334817372613503e-13,0.004468935000474298,-0.33224962051156204,-0.513898558772932,-2.739971754529575e-12,-9.793764378044495e-13,-0.0,-0.0,-0.0,-1.6114641739062298e-13,-0.0,-6.70868254611795e-13,-3.8748527498612407e-13,-0.0,0.0,-0.0,-2.7705843587237656e-12,-3.820793562179375e-12,-0.8784873031874555,-2.9093476903324124e-12
2010-09-01,0.27402384452522044,0.37382285952925326,3.743327895377145e-12,3.8364162508689595e-12,1.567912164847623e-12,0.0,3.619408087226173e-14,0.4053650521901961,2.181879645411746,3.941954325892977e-12,7.350871448000284e-12,0.5007195912452991,0.9122765326219286,1.5605424493869006e-12,0.0,4.950532139173097e-13,3.045577584071847e-12,5.514132223743973e-12,0.0,0.0,0.0,3.1375483114381985e-12,7.950902360543549e-13,1.5448242113422132e-11,4.920882711728636e-14,0.4282316062256898,0.09786148724650218,0.0,2.0032250467802436e-12,0.04408543986954375,1.313972117299494,0.48503077536008005,4.9149570852569275e-12,1.439891741538031e-12,0.0,0.0,0.0,2.424703081545243e-13,0.0,1.3685712394080617e-12,5.045006957766357e-13,0.0,0.0,0.0,5.612044131275349e-12,6.899261517992473e-12,0.89287059656458,5.9396218127813306e-12
2010-10-01,0.4318976644162939,0.6653689174396279,1.4170087377237371e-12,2.107271759974223e-12,3.1182566863916307e-13,0.0,1.778636163036038e-14,0.47167806864347356,0.4240489254359552,9.69593604352708e-13,1.5626852568027816e-13,0.1381085628343656,0.7671207499892351,3.7459394852494555e-13,0.0,2.1925755156783352e-13,-5.958738751444918e-13,2.1131460660071475e-12,0.0,0.0,0.0,2.1570644641137614e-12,4.786285777436117e-13,1.1620006947756986e-12,6.9042997230886475e-15,-0.21042415133503722,0.09063034286868181,0.0,9.971806095698116e-13,0.022465457029411336,0.7630054099185118,-0.18725048700228292,1.6609751256140524e-12,5.271962526904802e-13,0.0,0.0,0.0,7.707002570855881e-14,0.0,7.52714181674434e-13,2.519937351234264e-13,0.0,0.0,0.0,1.198438815634001e-12,-9.770314966144402e-13,0.8430822733360719,-1.3088507946727724e-12
2010-11-01,-0.3067262786455142,0.08406542774102825,1.4852070192184625e-12,-1.536142030635415e-12,1.3395328019006303e-12,0.0,-4.841411389923422e-15,-0.2684607601576232,1.1402478372914493,5.022812770089438e-13,-1.4376704362585592e-13,-0.26222374705555757,0.07533401377139794,6.376067208935243e-13,-0.0,1.48469998231468e-13,8.323317621065918e-13,1.3286519256225197e-12,0.0,0.0,0.0,1.5063797290711806e-12,-4.0148120830467426e-14,-1.9897272170816757e-13,-3.765981667139262e-14,0.07567886144505724,0.027478348635717357,0.0,1.1390018518197403e-12,-0.016064009596299503,-0.3155536596818353,0.004421192054220569,5.310022780096076e-13,-1.437807961883128e-13,-0.0,0.0,0.0,1.2511367809830976e-14,-0.0,3.085993971214257e-13,9.75128506587597e-15,0.0,0.0,0.0,-4.639117996002584e-13,6.549931820878929e-14,-0.08961898181131472,-4.1968585263963893e-13
2010-12-01,0.5187282653563843,0.08764267998532732,2.6748881519597818e-12,1.666123279381489e-12,2.840102334084396e-13,-0.0,2.1695736602972342e-14,0.6096519254575509,0.11340843354682523,2.934212776450982e-12,5.894448788660092e-12,0.26222374705555757,0.6927054437028543,1.1142177447614339e-12,0.0,4.863196846095763e-13,4.577824691586255e-12,6.035616767930286e-12,0.0,0.0,0.0,1.8606909375361475e-12,3.219721846992388e-13,1.3259542174632287e-11,3.665555489348882e-14,0.5574394184489583,0.11425208116956163,0.0,2.0320324866122603e-12,0.03889181270683038,1.0985942225960192,0.29856049872030666,2.7612118456499593e-12,4.3550994787474455e-13,0.0,0.0,0.0,1.1585526591903483e-13,0.0,4.186217908777601e-13,3.484801347226202e-13,0.0,-0.0,0.0,4.780868823658219e-12,4.213789471432111e-12,1.0289586800558357,5.7119955876208485e-12
2011-01-01,-0.22102334784750288,0.16902516854313127,-2.7203536729562652e-12,-1.2998124874607357e-12,-9.58900530322309e-13,0.0,7.508071139453434e-15,-0.10802604293195199,-0.4351432287177098,5.467872129464451e-13,1.5439330337211484e-12,-0.09856205805800541,0.1451557826326936,2.94893108413255e-13,-0.0,1.3605919342574158e-13,2.0997460362234474e-12,1.822928580546938e-12,0.0,0.0,0.0,1.3147397043668588e-13,3.983323360826768e-13,2.212576665394823e-12,1.42856237906816e-13,-1.0013605447303306,-0.04366233843369625,0.0,1.5888411045812331e-12,0.0265720459487661,0.011687172580808716,-0.00962259447095065,8.326115719190647e-13,4.5322207494142073e-13,0.0,0.0,0.0,7.531843421518247e-14,0.0,-6.306161593350873e-14,1.4986185469662016e-13,-0.0,-0.0,0.0,2.0167276843733456e-12,1.211737386862602e-12,0.16817389179407208,3.812739271438076e-12
2011-02-01,0.7408792833459663,0.2852858664828512,4.3192244946659365e-13,3.4070842474349595e-12,8.827740760066448e-13,0.0,6.8349337269507135e-15,0.1454608102846086,1.0453299092142152,2.1744328700893515e-12,2.8440871673810626e-12,0.16792054335808326,0.45016666765835356,7.125255105985133e-13,0.0,1.4111544723548197e-13,-8.512483930635598e-14,1.791186043074728e-12,0.0,0.0,0.0,-5.414944884087232e-13,2.2120827359532053e-13,5.467770392540445e-12,3.5149162226633118e-15,0.44484403922582433,0.00013773608338705443,0.0,1.7639017004834888e-12,0.029350032570682555,1.2355011013997785,0.28971811461186553,2.1749853307273524e-12,1.7503749101185905e-13,0.0,0.0,0.0,7.907184455813177e-14,0.0,1.757674827082903e-13,1.4832217810727134e-13,0.0,0.0,0.0,3.2989283527129487e-12,4.705034357998031e-12,0.33192215485672116,3.577999726741329e-12
2011-03-01,0.17478887202225993,0.406018129727945,2.5384915889703314e-12,2.497215506212444e-12,2.4155509542470377e-13,-0.0,-3.365687062513609e-16,0.014973906941062654,-0.5004763480435982,1.115827393861641e-12,3.500414975238231e-13,0.1594028346370211,0.1800666670633414,1.0313288710452755e-12,0.0,1.6042114359994532e-13,4.571519147933932e-13,3.446332639839983e-13,0.0,0.0,0.0,3.43169346563553e-13,1.708263180433614e-13,1.4341953780724718e-11,2.046183372478999e-14,0.06183516727827849,0.0006198123752417449,0.0,4.0552011455839007e-13,0.011111946487665822,0.28049214193940913,0.05955605767155943,7.816353532301423e-13,-3.313209651295904e-13,-0.0,-0.0,0.0,4.4040014690605034e-14,0.0,4.1996352738698367e-13,7.133834863982946e-14,0.0,0.0,-0.0,-2.383991192390217e-13,5.731190343269063e-13,-0.27217616698251135,-2.1482224999520503e-12
2011-04-01,0.6484103316954803,0.4632541656367301,2.9779916252696722e-12,2.115149411413379e-12,6.456108914078447e-13,0.0,1.5533940288524346e-16,0.5369215203152464,0.9984872953579177,3.2743652868304564e-13,3.1441227366871966e-12,0.4313611059452212,0.41158095328763755,5.770340824086396e-13,0.0,4.59659437249127e-15,1.8916630956967995e-14,2.358017069364199e-13,0.0,0.0,0.0,3.8328004940864355e-13,3.3456767358722855e-13,1.337096689878886e-12,-1.3180935834987418e-14,0.5795893291158043,-0.019145315590800564,-0.0,3.944403300076144e-13,0.048312810815938356,0.5509667073809823,0.03771016752129309,7.858833714542192e-13,1.36487567396152e-13,0.0,0.0,0.0,4.8794334458340803e-14,0.0,4.1057137182241857e-13,2.1401504591948838e-13,0.0,0.0,-0.0,2.7061521643348407e-12,2.8655951716345315e-12,-0.08076772434846882,9.816380960045793e-13
2011-05-01,0.26049180282027123,0.3282128934144401,4.0918968896835193e-13,1.78034922524925e-12,-1.24437473400605e-13,-0.0,3.0291183562622474e-15,0.3197998696698381,0.0788928233369219,1.8120273917411263e-13,-1.1251333848980027e-13,0.15575238804228014,-0.33349081706118844,2.901110580065536e-13,0.0,-8.50369958910885e-14,-8.323317621065918e-13,-2.4033635514673566e-12,-0.0,-0.0,-0.0,-7.375912578736107e-13,-1.3067819721289396e-13,-4.982276951572516e-12,-1.0293683223513983e-14,-0.5362124207265642,-0.038566103348375236,-0.0,-9.905327388393462e-13,0.015943227569259658,0.12855889838889586,-0.020805609666920327,-7.561472438856811e-13,-2.2296442307463e-13,-0.0,-0.0,-0.0,-1.551409608419041e-14,0.0,-5.635293338739078e-14,6.877222099091474e-14,0.0,0.0,-0.0,-9.729261352727643e-13,-1.8339809098461e-12,-0.44809490905657356,-2.8382144949697617e-12
2011-06-01,-0.12517138577077971,0.3586195374909822,4.5465520996483543e-13,-2.2057424029636726e-12,-8.78382165180741e-14,-0.0,-1.139155621158452e-15,-0.2887824910062083,0.47828774148008896,-9.314456592634211e-13,-2.0627445389796718e-12,-0.08943594157115305,-0.02756122455051144,3.3474352846910024e-14,-0.0,-8.779495251458325e-14,-1.5763859130806662e-12,-8.842564010115746e-13,0.0,-0.0,0.0,-3.2088562276072485e-13,2.361654166498084e-14,-2.1886999387898433e-12,3.5902358560060965e-14,-0.4679168628371223,-0.004614158793466323,-0.0,-4.808626495036647e-13,-0.00410658891935476,-0.23207385553320162,0.04863311259642626,-9.982842826580623e-13,-3.8237356667471593e-13,-0.0,-0.0,-0.0,1.451318665940393e-14,-0.0,-6.037814291506156e-14,-1.0418478254593798e-13,-0.0,0.0,-0.0,-7.538566743504199e-13,-1.8885636750200913e-12,-0.4923511963708031,-1.7427632863849416e-12
2011-07-01,-0.02368107298366102,-0.5303276452173378,-2.2581208761586827e-12,1.1186265043601484e-12,-7.920079189379682e-13,0.0,-7.999979248590039e-15,-0.299478138821253,0.2921499864195389,-2.9214967947545527e-12,-2.7315738288912624e-12,-0.18373914526862736,-0.18833503442849484,-8.814912916352975e-13,-0.0,-3.442849184995961e-13,-1.4471222682080516e-12,-2.825085835026723e-12,-0.0,-0.0,-0.0,-2.1370091126912163e-12,-4.691819610776194e-13,-4.807180956469329e-12,-7.293451162026371e-14,0.32671118233597884,-0.005371707252095122,0.0,1.1079784550775684e-13,-0.003985806892314914,-0.8264500610714735,-0.023926451116958375,-1.5632707064602847e-12,4.740598714904516e-13,0.0,-0.0,-0.0,-1.7616005876242014e-13,-0.0,-6.829438831948073e-13,-2.330043905214574e-13,-0.0,-0.0,-0.0,-3.356917327662981e-12,-2.1068947357160554e-12,-0.29541071782248185,-3.314806903899521e-12
2011-08-01,-0.16125683031731078,0.1940659342532248,1.71253462420088e-12,1.339200744656516e-13,-4.435829934162742e-13,-0.0,-8.181208551956157e-15,0.06631301645327746,-0.716198911855494,-4.390192680692097e-12,-3.019107916142974e-12,-0.11559747550012979,-0.7680394574742521,-4.016922341629203e-13,-0.0,-3.3693036750361004e-13,-3.2000634035537524e-12,-5.990270285827129e-12,-0.0,-0.0,-0.0,-2.6740468563393738e-12,-5.675842180150395e-13,-7.131182346020726e-12,-1.6193721168698827e-14,0.8989172078961678,-0.04138969305780985,-0.0,-2.142830332120017e-12,0.00205329445967738,-0.8448156179841728,-0.3734606935212198,-2.918388519940803e-12,-7.282809893886279e-13,-0.0,-0.0,-0.0,-1.3437209027758468e-13,-0.0,-9.727589691871028e-13,-2.093960161514419e-13,-0.0,-0.0,-0.0,-5.064370478969488e-12,-6.855595305853279e-12,-1.2834323321126553,-3.577999726741329e-12
2011-09-01,-0.41836562271134475,-0.23520433506266414,-2.9097933437749467e-12,-1.930024602593214e-12,-1.3834519101596672e-12,-0.0,-2.0686030484218257e-14,-0.4000172282826737,-0.6422368899771298,-2.9310337810268747e-12,-4.838073555061412e-12,-0.16731213559229313,-1.4570700712370381,-2.0849739773218245e-12,-0.0,-7.529221582140699e-13,-4.833199209505323e-12,-9.327771368619533e-12,-0.0,-0.0,-0.0,-3.1375483114381985e-12,-3.440142902532209e-13,-1.5042337761137468e-11,-5.1217350673093964e-14,-0.4734543405038338,-0.21156262408251558,-0.0,-2.6015334125221308e-12,-0.01944590635341519,-0.9633569398752326,-0.36201760820441364,-3.751000091859868e-12,-3.917505751217798e-13,-0.0,-0.0,-0.0,-2.4572326378508037e-13,-0.0,-1.2692827377255162e-12,-4.1827880677310084e-13,-0.0,-0.0,-0.0,-5.399417889791897e-12,-8.531286196694806e-12,-1.6319505947122126,-3.5566597681325335e-12
2011-10-01,0.41498261228510747,0.22894414363514076,1.447319085054726e-12,2.9895687211596923e-12,2.3818796379151095e-12,0.0,2.2679552821245548e-14,0.4567041617024108,2.038886403113575,3.716245650781363e-12,3.925465365088588e-12,0.30237865959770793,1.6720476227310275,2.140764565400008e-12,0.0,1.1128354975801364e-12,6.289779793191858e-12,8.230386501723116e-12,0.0,0.0,0.0,5.334723478397051e-12,8.313022666073255e-13,2.334347971080222e-11,6.94195953976004e-14,0.7364845296726303,0.18587484453082992,0.0,3.530019357877133e-12,0.08092395811669675,1.2672234269762592,0.48581098572258957,5.577647928212918e-12,1.2315137760477226e-12,0.0,0.0,0.0,2.6524099756841667e-13,0.0,2.0823750623150115e-12,7.082512311004652e-13,0.0,0.0,0.0,8.756335217454878e-12,8.918823829430142e-12,1.5677789781065798,6.6651804054803675e-12
2011-11-01,0.060894187672271206,-0.07333367100813103,3.864569284701101e-13,2.8201992152178392e-12,-1.0394188954638769e-13,-0.0,1.3721647254863175e-15,0.07807822904982668,-0.45856453564585853,6.008301351562682e-13,-3.500414975238231e-13,0.10038728135537588,-0.07533401377139794,-2.2316235231273355e-14,-0.0,1.2732566411800816e-13,8.890816549774958e-13,-6.575239904957862e-13,0.0,0.0,0.0,-1.7648709251839868e-12,1.3697594165688887e-13,4.194344973608172e-12,5.058968706190409e-14,0.22980532316852753,0.003167929917902252,-0.0,5.296137015270777e-13,0.012078202703984589,0.050087882489180204,-0.08946412156775739,-4.885220957688389e-13,-3.459074227139119e-13,-0.0,-0.0,-0.0,3.027751009979096e-14,0.0,1.8918484780052618e-13,5.799448486547287e-14,0.0,0.0,-0.0,-4.3169570240579605e-13,1.9649795462636788e-13,-0.5211177831250523,-1.1879243625562662e-12
2011-12-01,0.11840536491830513,0.22894414363514076,3.008301972600661e-12,1.4219160847676534e-12,-9.47188768119899e-13,-0.0,1.3203849245245694e-14,0.22674773367894874,-0.28475378423170244,-4.5141735022322794e-13,1.187640795170114e-12,0.25553126163186585,0.00918707485017048,1.036110921451977e-13,0.0,-6.66506184011234e-14,-8.827761113251732e-14,-2.3806903104157777e-12,-0.0,-0.0,-0.0,-3.7882330464807794e-13,2.2829323609481475e-14,1.7907544953735081e-12,3.6153424004536914e-14,-1.1804056559540026,-0.03167929917902251,-0.0,-2.215956910155137e-15,0.03538913392267485,0.5225835739704469,0.11703155437642683,9.38812027520986e-13,6.147149981964097e-14,-0.0,-0.0,-0.0,2.877614596261124e-14,0.0,1.5429969856071284e-13,-5.132255297829458e-16,0.0,0.0,0.0,6.121058466947854e-13,7.859918185054715e-13,-0.15821622714837041,2.823987855897232e-12
2012-01-01,0.08908594122424861,0.3791887378957019,-1.7580001451973636e-12,-1.8354927853233424e-12,1.6220790650337685e-12,0.0,8.854345964458878e-15,-0.12299994987301463,1.1957193537002224,1.4655168905134374e-12,4.187996488231455e-12,0.16122805793439154,1.0381394580692644,1.2975296770183221e-12,0.0,2.9739965590018513e-13,3.042424812245686e-12,5.5957558915296564e-12,0.0,0.0,0.0,2.9258529353113316e-12,3.8573684719468706e-13,3.756604985850203e-12,2.862146067025839e-14,0.49283551233732403,0.13002286271737937,0.0,2.2602760483582395e-13,-0.03273192932779823,0.39569427166452364,0.1921918192981765,2.302425877449658e-12,1.1908800727771126e-12,0.0,0.0,0.0,9.533662271091203e-14,0.0,9.096973532535941e-13,3.151204752867287e-13,0.0,0.0,0.0,3.3375876693463033e-12,5.736648619786462e-12,1.119684069050006,2.7030614237807253e-12
2012-02-01,0.2334277194103729,0.42837595625481417,5.910517729542861e-13,4.147583482715621e-12,9.120534815126696e-13,0.0,3.4951365649179782e-15,0.7016344966669357,0.7864628326399401,2.0790630073661346e-12,5.875696565578459e-13,0.057798737750064895,0.19935952424869943,3.427136124802693e-13,0.0,2.35345631871553e-13,1.9231908139584128e-12,-1.2198203685749414e-12,0.0,0.0,0.0,1.1498401482259308e-12,3.3614210969822726e-13,5.9612227423767005e-12,9.126228906700811e-14,-0.2944092292801617,-0.040218936349019886,-0.0,1.4802592159836313e-12,0.01582244554221981,0.8097541002417467,-0.08296236854684479,1.5632707064602847e-12,1.1804611745025971e-12,0.0,0.0,0.0,9.083253029937288e-14,0.0,-2.0260221289276209e-13,7.85235060567907e-14,0.0,0.0,0.0,3.4020198637352286e-12,4.066416005462336e-12,0.7368671837819211,1.1665844039474709e-12
